                
  Z                     H [1/MPC]               COMOV. DIST.        ANG.DIAM.DIST.          LUM. DIST.              GR.FAC. D               GR.FAC. F             
  31914715772.815594    2197487414980325.5      13895.56411756094   4.353967685640975e-07   443472979328788.06      8.729483101273922e-05   0.1242259131013962    
  31692865712.77642     2167042633857962.8      13895.564117459278  4.3844454594142563e-07  440390247591807.06      8.73704765222593e-05    0.12411835919866003   
  31472557808.070194    2137019645690520.5      13895.564117356904  4.415136577603581e-07   437328944973156.6       8.744612203245711e-05   0.12401099138331652   
  31253781338.64991     2107412606806555.8      13895.564117253813  4.446042533619858e-07   434288922511736.06      8.752176754333799e-05   0.12390380917292006   
  31036525658.987267    2078215754494954.0      13895.56411715      4.4771648313278696e-07  431270032281924.25      8.759741305490734e-05   0.12379681208669191   
  30820780197.55465     2049423405883274.2      13895.56411704546   4.5085049851194544e-07  428272127386381.25      8.767305856717062e-05   0.1236899996455131    
  30606534456.310738    2021029956831637.8      13895.564116940188  4.5400645199871904e-07  425295061948900.5       8.77487040801333e-05    0.12358337137191731   
  30393778010.189674    1993029880841936.8      13895.56411683418   4.5718449715986066e-07  422338691107311.0       8.782434959380092e-05   0.12347692679008372   
  30182500506.593784    1965417727982158.2      13895.56411672743   4.603847886370901e-07   419402871006427.6       8.789999510817905e-05   0.12337066542583      
  29972691664.88982     1938188123825609.8      13895.564116619933  4.636074821546197e-07   416487458791051.9       8.797564062327331e-05   0.1232645868066052    
  29764341275.908726    1911335768404840.8      13895.564116511683  4.668527345267307e-07   413592312599020.44      8.805128613908938e-05   0.12315869046148264   
  29557439201.448853    1884855435180058.8      13895.564116402675  4.7012070366540477e-07  410717291554301.94      8.812693165563292e-05   0.12305297592115332   
  29351975373.78264     1858741970021833.8      13895.564116292904  4.7341154858800726e-07  407862255760142.6       8.820257717290969e-05   0.12294744271791852   
  29147939795.166733    1832990290207902.0      13895.564116182364  4.767254294250251e-07   405027066292258.4       8.82782226909255e-05    0.12284209038568315   
  28945322537.35551     1807595383433864.2      13895.564116071051  4.800625074278585e-07   402211585192075.44      8.835386820968618e-05   0.12273691845994893   
  28744113741.117954    1782552306837590.5      13895.56411595896   4.834229449766675e-07   399415675460017.06      8.842951372919764e-05   0.12263192647780741   
  28544303615.757915    1757856186037142.2      13895.564115846082  4.868069055882734e-07   396639201048836.8       8.850515924946577e-05   0.12252711397793331   
  28345882438.63772     1733502214182022.5      13895.564115732415  4.902145539241152e-07   393882026856999.5       8.858080477049658e-05   0.12242248050057773   
  28148840554.705048    1709485651017573.2      13895.564115617954  4.93646055798262e-07    391144018722106.4       8.865645029229606e-05   0.1223180255875614    
  27953168376.02315     1685801821962331.0      13895.56411550269   4.97101578185481e-07    388425043414367.44      8.87320958148703e-05    0.12221374878226798   
  27758856381.304287    1662446117198165.5      13895.564115386618  5.005812892293632e-07   385724968630118.25      8.88077413382254e-05    0.12210964962963747   
  27565895115.446423    1639413990773027.8      13895.564115269735  5.040853582505048e-07   383043662985382.1       8.888338686236756e-05   0.12200572767615955   
  27374275189.073177    1616700959716126.2      13895.564115152034  5.076139557547456e-07   380380996009477.44      8.895903238730296e-05   0.12190198246986697   
  27183987278.07691     1594302603165358.5      13895.564115033509  5.111672534414666e-07   377736838138668.5       8.903467791303788e-05   0.12179841356032906   
  26995022123.16502     1572214561506838.8      13895.564114914154  5.147454242119446e-07   375111060709861.1       8.911032343957862e-05   0.12169502049864518   
  26807370529.40942     1550432535526341.2      13895.564114793964  5.183486421777654e-07   372503535954342.4       8.918596896693155e-05   0.12159180283743824   
  26621023365.799095    1528952285572502.2      13895.564114672932  5.219770826692953e-07   369914136991563.1       8.926161449510306e-05   0.12148876013084825   
  26435971564.79579     1507769630731613.5      13895.564114551053  5.256309222442137e-07   367342737822964.0       8.933726002409961e-05   0.12138589193452591   
  26252206121.892807    1486880448013851.8      13895.56411442832   5.293103386961037e-07   364789213325844.7       8.941290555392773e-05   0.12128319780562621   
  26069718095.176834    1466280671550779.5      13895.564114304729  5.330155110631034e-07   362253439247275.44      8.948855108459398e-05   0.12118067730280198   
  25888498604.89285     1445966291803962.8      13895.564114180273  5.367466196366176e-07   359735292198050.7       8.956419661610493e-05   0.12107832998619784   
  25708538833.01203     1425933354784558.0      13895.564114054945  5.405038459700911e-07   357234649646685.56      8.96398421484673e-05    0.12097615541744366   
  25529830022.802677    1406177961283705.8      13895.56411392874   5.442873728878431e-07   354751389913453.0       8.971548768168776e-05   0.12087415315964838   
  25352363478.404114    1386696266113591.5      13895.564113801653  5.480973844939626e-07   352285392164463.44      8.979113321577308e-05   0.12077232277739373   
  25176130564.403557    1367484477359015.2      13895.564113673674  5.519340661812674e-07   349836536405784.56      8.98667787507301e-05    0.12067066383672816   
  25001122705.41591     1348538855639336.0      13895.5641135448    5.55797604640325e-07    347404703477602.94      8.99424242865657e-05    0.12056917590516063   
  24827331385.666508    1329855713380639.5      13895.564113415025  5.596881878685368e-07   344989775048425.6       9.001806982328678e-05   0.12046785855165439   
  24654748148.57674     1311431414097986.8      13895.56411328434   5.636060051792859e-07   342591633609322.0       9.009371536090032e-05   0.12036671134662097   
  24483364596.352535    1293262371687611.0      13895.56411315274   5.675512472111498e-07   340210162468206.2       9.016936089941338e-05   0.12026573386191412   
  24313172389.57577     1275345049728918.2      13895.56411302022   5.715241059371748e-07   337845245744158.75      9.024500643883302e-05   0.12016492567082375   
  24144163246.798447    1257675960796158.5      13895.564112886772  5.755247746742195e-07   335496768361787.8       9.032065197916639e-05   0.12006428634806977   
  23976328944.139732    1240251665779634.0      13895.56411275239   5.795534480923601e-07   333164616045630.06      9.03962975204207e-05    0.1199638154697964    
  23809661314.885796    1223068773216310.2      13895.564112617069  5.836103222243633e-07   330848675314589.56      9.04719430626032e-05    0.11986351261356601   
  23644152249.09241     1206123938629703.2      13895.564112480797  5.876955944752254e-07   328548833476416.2       9.054758860572118e-05   0.11976337735835324   
  23479793693.190342    1189413863878910.5      13895.564112343574  5.918094636317773e-07   326264978622222.25      9.062323414978207e-05   0.11966340928453915   
  23316577649.593452    1172935296516660.5      13895.56411220539   5.95952129872358e-07    323996999621036.6       9.069887969479324e-05   0.11956360797390536   
  23154496176.30955     1156685029156257.0      13895.564112066237  6.001237947765546e-07   321744786114397.44      9.07745252407622e-05    0.11946397300962816   
  22993541386.55394     1140659898847295.2      13895.56411192611   6.043246613350118e-07   319508228510982.25      9.085017078769648e-05   0.11936450397627273   
  22833705448.365646    1124856786460021.5      13895.564111785005  6.085549339593081e-07   317287217981274.94      9.092581633560369e-05   0.11926520045978757   
  22674980584.22633     1109272616078231.8      13895.56411164291   6.128148184919035e-07   315081646452270.75      9.100146188449146e-05   0.11916606204749829   
  22517359070.68182     1093904354400570.0      13895.564111499822  6.171045222161554e-07   312891406602216.8       9.107710743436754e-05   0.11906708832810237   
  22360833237.96632     1078749010150130.4      13895.56411135573   6.214242538664039e-07   310716391855390.7       9.115275298523971e-05   0.11896827889166317   
  22205395469.62918     1063803633492234.5      13895.564111210631  6.257742236381304e-07   308556496376913.94      9.12283985371158e-05    0.11886963332960448   
  22051038202.1643      1049065315460275.0      13895.564111064516  6.301546431981836e-07   306411615067602.4       9.130404409000371e-05   0.11877115123470473   
  21897753924.64207     1034531187389515.8      13895.564110917378  6.345657256950814e-07   304281643558852.06      9.137968964391142e-05   0.1186728322010914    
  21745535178.34393     1020198420358734.0      13895.56411076921   6.390076857693803e-07   302166478207560.8       9.145533519884695e-05   0.11857467582423566   
  21594374556.3994      1006064224639600.2      13895.564110620006  6.434807395641211e-07   300066016091084.9       9.153098075481835e-05   0.11847668170094652   
  21444264703.425686    992125849153686.2       13895.564110469755  6.479851047353457e-07   297980155002230.9       9.16066263118338e-05    0.1183788494293655    
  21295198315.16976     978380580936994.4       13895.564110318455  6.525210004626886e-07   295908793444282.56      9.168227186990153e-05   0.11828117860896106   
  21147168138.152958    964825744611906.9       13895.564110166095  6.570886474600413e-07   293851830626061.75      9.175791742902978e-05   0.11818366884052324   
  21000166969.317997    951458701866450.8       13895.564110012667  6.616882679862926e-07   291809166457024.2       9.183356298922692e-05   0.11808631972615802   
  20854187655.678513    938276850940777.2       13895.564109858167  6.663200858561442e-07   289780701542389.1       9.190920855050133e-05   0.11798913086928214   
  20709223093.970978    925277626120754.6       13895.564109702584  6.709843264509994e-07   287766337178302.56      9.198485411286151e-05   0.11789210187461756   
  20565266230.309082    912458497238579.0       13895.564109545912  6.756812167299324e-07   285765975347035.0       9.206049967631597e-05   0.11779523234818622   
  20422310059.84046     899816969180301.9       13895.564109388144  6.804109852407306e-07   283779518712211.1       9.213614524087334e-05   0.11769852189730456   
  20280347626.405884    887350581400182.0       13895.564109229272  6.851738621310157e-07   281806870614074.2       9.221179080654225e-05   0.11760197013057838   
  20139372022.200745    875056907441764.1       13895.564109069288  6.899700791594429e-07   279847935064782.4       9.228743637333148e-05   0.1175055766578974    
  19999376387.43894     862933554465595.1       13895.564108908184  6.947998697069779e-07   277902616743737.88      9.23630819412498e-05    0.11740934109043016   
  19860353910.01907     850978162783480.2       13895.564108745952  6.996634687882531e-07   275970820992948.88      9.24387275103061e-05    0.11731326304061873   
  19722297825.192986    839188405399194.9       13895.564108582583  7.045611130630034e-07   274052453812423.53      9.251437308050933e-05   0.11721734212217341   
  19585201415.23659     827561987555558.0       13895.564108418072  7.094930408475821e-07   272147421855595.97      9.259001865186848e-05   0.11712157795006778   
  19449058009.122997    816096646287780.9       13895.564108252409  7.144594921265564e-07   270255632424784.12      9.266566422439266e-05   0.11702597014053327   
  19313860982.197876    804790149983003.4       13895.564108085586  7.194607085643856e-07   268376993466679.0       9.274130979809101e-05   0.11693051831105425   
  19179603755.857143    793640297945933.0       13895.564107917595  7.244969335171805e-07   266511413567865.6       9.281695537297275e-05   0.11683522208036294   
  19046279797.226818    782644919970502.8       13895.564107748429  7.295684120445446e-07   264658801950374.56      9.289260094904718e-05   0.11674008106843423   
  18913882618.84517     771801875917461.9       13895.564107578079  7.346753909214982e-07   262819068467265.38      9.296824652632367e-05   0.11664509489648048   
  18782405778.347008    761109055297818.6       13895.564107406535  7.398181186504869e-07   260992123598239.34      9.304389210481165e-05   0.11655026318694692   
  18651842878.150223    750564376862056.1       13895.564107233791  7.449968454734738e-07   259177878445284.0       9.311953768452063e-05   0.11645558556350626   
  18522187565.144478    740165788195037.1       13895.56410705984   7.502118233841154e-07   257376244728347.25      9.31951832654602e-05    0.11636106165105395   
  18393433530.38207     729911265316523.0       13895.564106884669  7.554633061400237e-07   255587134781041.6       9.327082884764002e-05   0.11626669107570305   
  18265574508.77094     719798812287225.6       13895.56410670827   7.607515492751139e-07   253810461546378.56      9.334647443106985e-05   0.11617247346477942   
  18138604278.769814    709826460820318.8       13895.564106530639  7.660768101120391e-07   252046138572532.47      9.342212001575947e-05   0.11607840844681676   
  18012516662.08548     699992269898330.2       13895.564106351765  7.714393477747104e-07   250294080008633.66      9.34977656017188e-05    0.1159844956515518    
  17887305523.37214     690294325395342.8       13895.564106171638  7.768394232009064e-07   248554200600591.16      9.357341118895778e-05   0.11589073470991938   
  17762964769.932877    680730739704428.6       13895.56410599025   7.822772991549699e-07   246826415686944.22      9.364905677748645e-05   0.11579712525404764   
  17639488351.42318     671299651370246.0       13895.564105807593  7.877532402405949e-07   245110641194742.66      9.372470236731494e-05   0.1157036669172532    
  17516870259.556553    661999224726725.5       13895.564105623656  7.932675129137002e-07   243406793635456.16      9.380034795845345e-05   0.11561035933403639   
  17395104527.81213     652827649539776.4       13895.564105438432  7.98820385495397e-07    241714790100911.34      9.387599355091227e-05   0.11551720214007644   
  17274185231.144386    643783140654942.8       13895.564105251911  8.044121281850433e-07   240034548259258.2       9.395163914470173e-05   0.11542419497222679   
  17154106485.69479     634863937649941.2       13895.564105064084  8.10043013073393e-07    238365986350963.1       9.402728473983226e-05   0.11533133746851044   
  17034862448.50552     626068304492012.2       13895.564104874944  8.157133141558356e-07   236709023184830.97      9.41029303363144e-05    0.11523862926811512   
  16916447317.235138    617394529200019.1       13895.56410468448   8.214233073457281e-07   235063578134054.22      9.417857593415875e-05   0.11514607001138864   
  16798855329.87627     608840923511228.5       13895.564104492682  8.271732704878205e-07   233429571132289.84      9.4254221533376e-05     0.11505365933983434   
  16682080764.475208    600405822552706.5       13895.56410429954   8.329634833717764e-07   231806922669763.1       9.43298671339769e-05    0.11496139689610632   
  16566117938.853498    592087584517268.2       13895.564104105048  8.387942277457872e-07   230195553789398.94      9.44055127359723e-05    0.11486928232400505   
  16450961210.331444    583884590343916.8       13895.564103909193  8.446657873302814e-07   228595386082979.72      9.448115833937313e-05   0.11477731526847253   
  16336604975.453535    575795243402708.8       13895.564103711968  8.505784478317303e-07   227006341687330.03      9.455680394419042e-05   0.1146854953755879    
  16223043669.715788    567817969183987.0       13895.564103513363  8.565324969565509e-07   225428343280527.97      9.463244955043525e-05   0.11459382229256292   
  16110271767.294987    559951214991918.3       13895.564103313367  8.625282244251048e-07   223861314078142.6       9.470809515811883e-05   0.11450229566773729   
  15998283780.779795    552193449642276.1       13895.56410311197   8.685659219857958e-07   222305177829497.72      9.478374076725242e-05   0.1144109151505743    
  15887074260.903732    544543163164411.3       13895.564102909166  8.746458834292674e-07   220759858813961.62      9.48593863778474e-05    0.11431968039165638   
  15776637796.280037    536998866507352.06      13895.564102704939  8.807684046026965e-07   219225281837262.4       9.493503198991519e-05   0.11422859104268052   
  15666969013.138336    529559091249974.7       13895.564102499284  8.869337834241911e-07   217701372227829.25      9.501067760346737e-05   0.11413764675645384   
  15558062575.063162    522222389315190.25      13895.56410229219   8.931423198972855e-07   216188055833158.8       9.508632321851555e-05   0.11404684718688936   
  15449913182.734283    514987332688090.7       13895.564102083647  8.993943161255391e-07   214685259016206.97      9.516196883507145e-05   0.1139561919890015    
  15342515573.668867    507852513138001.7       13895.564101873642  9.056900763272353e-07   213192908651805.97      9.523761445314685e-05   0.11386568081890161   
  15235864521.965376    500816541944382.6       13895.564101662168  9.120299068501862e-07   211710932123105.88      9.53132600727537e-05    0.11377531333379384   
  15129954838.049295    493878049626527.7       13895.564101449214  9.184141161866386e-07   210239257318041.22      9.538890569390396e-05   0.11368508919197057   
  15024781368.420614    487035685677009.6       13895.564101234768  9.248430149882846e-07   208777812625822.03      9.546455131660972e-05   0.11359500805280838   
  14920338995.40306     480288118298817.4       13895.564101018823  9.313169160813781e-07   207326526933449.6       9.554019694088317e-05   0.11350506957676354   
  14816622636.895063    473634034146135.06      13895.564100801364  9.378361344819571e-07   205885329622255.47      9.561584256673657e-05   0.11341527342536778   
  14713627246.122473    467072138068712.1       13895.564100582385  9.444009874111718e-07   204454150564465.88      9.569148819418232e-05   0.11332561926122423   
  14611347811.392986    460601152859776.3       13895.564100361871  9.510117943107203e-07   203032920119788.94      9.576713382323284e-05   0.11323610674800294   
  14509779355.852285    454219819007437.7       13895.564100139816  9.576688768583924e-07   201621569132026.4       9.584277945390072e-05   0.11314673555043689   
  14408916937.241858    447926894449537.7       13895.564099916204  9.643725589837225e-07   200220028925708.06      9.591842508619862e-05   0.11305750533431759   
  14308755647.658514    441721154331893.3       13895.564099691028  9.711231668837517e-07   198828231302750.47      9.599407072013929e-05   0.1129684157664912    
  14209290613.31557     435601390769893.06      13895.564099464276  9.779210290389008e-07   197446108539138.12      9.606971635573559e-05   0.11287946651485413   
  14110516994.305696    429566412613393.4       13895.564099235937  9.847664762289524e-07   196073593381628.38      9.614536199300044e-05   0.11279065724834904   
  14012429984.365402    423615045214873.4       13895.564099005998  9.91659841549149e-07    194710619044478.62      9.622100763194693e-05   0.11270198763696072   
  13915024810.641178    417746130200802.3       13895.564098774452  9.986014604263986e-07   193357119206196.88      9.629665327258822e-05   0.11261345735171191   
  13818296733.457243    411958525246173.0       13895.564098541283  1.0055916706355977e-06  192013028006314.3       9.637229891493755e-05   0.11252506606465945   
  13722241046.084915    406251103852160.3       13895.564098306482  1.0126308123160674e-06  190678280042180.7       9.644794455900829e-05   0.11243681344888999   
  13626853074.513586    400622755126858.9       13895.56409807004   1.0197192279881043e-06  189352810365781.88      9.652359020481389e-05   0.1123486991785162    
  13532128177.22329     395072383569060.2       13895.564097831939  1.026857262569646e-06   188036554480579.47      9.659923585236792e-05   0.11226072292867253   
  13438061744.958841    389598908855023.75      13895.564097592172  1.034045263393057e-06   186729448338372.47      9.667488150168407e-05   0.11217288437551137   
  13344649200.50557     384201265628203.06      13895.564097350729  1.0412835802220266e-06  185431428336180.88      9.67505271527761e-05    0.11208518319619899   
  13251885998.46657     378878403291884.6       13895.564097107594  1.0485725652685915e-06  184142431313150.44      9.68261728056579e-05    0.11199761906891167   
  13159767625.041544    373629285804699.9       13895.564096862758  1.0559125732102718e-06  182862394547479.72      9.690181846034346e-05   0.11191019167283181   
  13068289597.80716     368452891478970.8       13895.564096616208  1.0633039612073305e-06  181591255753367.78      9.697746411684687e-05   0.11182290068814378   
  12977447465.498932    363348212781847.8       13895.564096367933  1.070747088920152e-06   180328953077983.53      9.705310977518236e-05   0.11173574579603028   
  12887236807.794634    358314256139204.3       13895.564096117918  1.0782423185267436e-06  179075425098455.97      9.712875543536426e-05   0.11164872667866832   
  12797653235.099205    353350041742247.25      13895.564095866153  1.0857900147403585e-06  177830610818885.4       9.720440109740697e-05   0.11156184301922545   
  12708692388.331152    348454603356807.5       13895.564095612628  1.0933905448272433e-06  176594449667375.4       9.728004676132504e-05   0.11147509450185573   
  12620349938.710445    343626988135271.7       13895.564095357326  1.1010442786245068e-06  175366881493085.47      9.735569242713312e-05   0.11138848081169628   
  12532621587.547876    338866256431120.3       13895.564095100239  1.1087515885581193e-06  174147846563304.0       9.743133809484599e-05   0.11130200163486301   
  12445503066.03589     334171481616035.1       13895.564094841351  1.1165128496610317e-06  172937285560541.84      9.750698376447851e-05   0.11121565665844718   
  12358990135.04087     329541749899540.06      13895.56409458065   1.1243284395914254e-06  171735139579645.94      9.758262943604571e-05   0.11112944557051148   
  12273078584.896856    324976160151141.25      13895.564094318126  1.13219873865109e-06    170541350124933.03      9.765827510956267e-05   0.11104336806008631   
  12187764235.200718    320473823724931.25      13895.564094053763  1.1401241298039267e-06  169355859107343.28      9.773392078504465e-05   0.11095742381716599   
  12103042934.608723    316033864286622.6       13895.564093787549  1.1481049986945842e-06  168178608841613.62      9.780956646250697e-05   0.11087161253270515   
  12018910560.634548    311655417642978.8       13895.564093519473  1.1561417336672239e-06  167009542043471.0       9.78852121419651e-05    0.11078593389861498   
  11935363019.448673    307337631573607.4       13895.564093249519  1.164234725784416e-06   165848601826844.72      9.796085782343462e-05   0.11070038760775945   
  11852396245.679184    303079665665083.8       13895.564092977676  1.172384368846169e-06   164695731701098.66      9.803650350693124e-05   0.11061497335395183   
  11770006202.213951    298880691147374.06      13895.564092703931  1.180591059409091e-06   163550875568282.3       9.81121491924708e-05    0.11052969083195091   
  11688188880.004187    294739890732522.25      13895.564092428269  1.1888551968056866e-06  162413977720401.12      9.818779488006922e-05   0.1104445397374573    
  11606940297.869366    290656458455574.0       13895.564092150677  1.1971771831637875e-06  161284982836705.8       9.82634405697426e-05    0.11035951976711002   
  11526256502.303507    286629599517703.6       13895.564091871143  1.2055574234261206e-06  160163835981000.47      9.833908626150711e-05   0.11027463061848278   
  11446133567.282793    282658530131514.44      13895.564091589651  1.2139963253700118e-06  159050482598969.3       9.84147319553791e-05    0.11018987199008036   
  11366567594.074535    278742477368482.44      13895.564091306189  1.222494299627228e-06   157944868515522.25      9.849037765137499e-05   0.11010524358133515   
  11287554711.047468    274880679008513.7       13895.564091020742  1.2310517597039583e-06  156846939932158.78      9.856602334951136e-05   0.11002074509260347   
  11209091073.48335     271072383391585.8       13895.564090733298  1.2396691220009355e-06  155756643424349.97      9.864166904980494e-05   0.10993637622516218   
  11131172863.389887    267316849271444.8       13895.564090443842  1.2483468058336973e-06  154673925938939.03      9.871731475227253e-05   0.10985213668120508   
  11053796289.314947    263613345671329.34      13895.56409015236   1.25708523345299e-06    153598734791559.75      9.879296045693108e-05   0.10976802616383938   
  10976957586.162079    259961151741693.06      13895.564089858837  1.265884830065315e-06   152531017664072.88      9.886860616379772e-05   0.1096840443770823    
  10900653015.007294    256359556619898.72      13895.564089563259  1.274746023853619e-06   151470722602020.38      9.894425187288964e-05   0.10960019102585757   
  10824878862.91714     252807859291856.03      13895.564089265612  1.2836692459981303e-06  150417798012097.34      9.901989758422423e-05   0.10951646581599189   
  10749631442.768028    249305368455576.25      13895.564088965883  1.2926549306973378e-06  149372192659641.5       9.909554329781894e-05   0.10943286845421167   
  10674907093.066828    245851402386617.0       13895.564088664054  1.301703515189119e-06   148333855666140.16      9.91711890136914e-05    0.10934939864813951   
  10600702177.772684    242445288805391.97      13895.564088360114  1.3108154397720189e-06  147302736506754.53      9.924683473185942e-05   0.10926605610629074   
  10527013086.12011     239086364746318.2       13895.564088054043  1.3199911478266693e-06  146278785007861.12      9.932248045234083e-05   0.10918284053807006   
  10453836232.443274    235773976428776.38      13895.564087745834  1.3292310858373688e-06  145261951344610.53      9.939812617515374e-05   0.10909975165376824   
  10381168056.001528    232507479129859.4       13895.564087435465  1.3385357034138052e-06  144252186038502.62      9.947377190031625e-05   0.1090167891645588    
  10309005020.80615     229286237058883.3       13895.564087122923  1.347905453312933e-06   143249439954979.4       9.954941762784673e-05   0.10893395278249439   
  10237343615.448277    226109623233637.12      13895.564086808194  1.3573407914610072e-06  142253664301033.78      9.962506335776362e-05   0.10885124222050385   
  10166180352.928047    222977019358347.25      13895.564086491262  1.3668421769757647e-06  141264810622835.6       9.970070909008552e-05   0.10876865719238857   
  10095511770.484917    219887815703331.97      13895.564086172111  1.376410072188768e-06   140282830803373.6       9.977635482483117e-05   0.10868619741281939   
  10025334429.429178    216841410986324.4       13895.564085850727  1.3860449426678992e-06  139307677060114.44      9.985200056201946e-05   0.10860386259733326   
  9955644914.97462      213837212255438.4       13895.564085527092  1.3957472572400166e-06  138339301942677.33      9.992764630166942e-05   0.10852165246232992   
  9886439836.07238      210874634773756.78      13895.564085201193  1.4055174880137656e-06  137377658330525.3       0.00010000329204380023  0.10843956672506871   
  9817715825.245924     207953101905518.0       13895.56408487301   1.4153561104025523e-06  136422699430672.22      0.00010007893778843123  0.10835760510366536   
  9749469538.4272       205072045003880.03      13895.564084542533  1.425263603147677e-06   135474378775406.03      0.00010015458353558189  0.10827576731708871   
  9681697654.79391      202230903300238.75      13895.56408420974   1.435240448341628e-06   134532650220027.48      0.00010023022928527183  0.10819405308515741   
  9614396876.60792      199429123795080.12      13895.56408387462   1.4452871314515429e-06  133597467940604.9       0.00010030587503752083  0.10811246212853706   
  9547563929.054802     196666161150344.6       13895.564083537152  1.4554041413428266e-06  132668786431744.33      0.00010038152079234882  0.10803099416873659   
  9481195560.084476     193941477583282.16      13895.564083197323  1.465591970302944e-06   131746560504375.34      0.00010045716654977589  0.10794964892810541   
  9415288540.25297      191254542761778.66      13895.564082855115  1.4758511140653709e-06  130830745283552.1       0.00010053281230982228  0.10786842612983019   
  9349839662.565279     188604833701132.1       13895.564082510511  1.486182071833717e-06   129921296206269.86      0.00010060845807250837  0.10778732549793155   
  9284845742.31931      185991834662258.6       13895.564082163495  1.496585346306019e-06   129018169019296.4       0.00010068410383785475  0.10770634675726123   
  9220303616.950918     183415037051309.2       13895.564081814051  1.5070614436991981e-06  128121319777018.92      0.00010075974960588209  0.10762548963349888   
  9156210145.880024     180873939320677.3       13895.564081462158  1.5176108737736943e-06  127230704839305.42      0.00010083539537661129  0.10754475385314875   
  9092562210.357786     178368046871377.28      13895.564081107805  1.5282341498582707e-06  126346280869381.4       0.00010091104115006335  0.10746413914353689   
  9029356713.314848     175896871956775.8       13895.56408075097   1.5389317888749921e-06  125468004831721.0       0.00010098668692625948  0.10738364523280797   
  8966590579.210638     173459933587657.1       13895.564080391638  1.549704311364377e-06   124595833989952.95      0.00010106233270522106  0.10730327184992228   
  8904260753.883718     171056757438603.03      13895.56408002979   1.5605522415107276e-06  123729725904781.14      0.00010113797848696957  0.10722301872465252   
  8842364204.403162     168686875755670.6       13895.564079665408  1.571476107167636e-06   122869638431919.33      0.00010121362427152672  0.10714288558758102   
  8780897918.92098      166349827265348.22      13895.564079298476  1.58247643988367e-06    122015529720040.69      0.00010128927005891437  0.1070628721700966    
  8719858906.525568     164045157084773.56      13895.564078928976  1.5935537749282362e-06  121167358208741.14      0.00010136491584915452  0.10698297820439162   
  8659244197.09616      161772416633195.16      13895.56407855689   1.6047086513176285e-06  120325082626517.17      0.00010144056164226937  0.10690320342345891   
  8599050841.158318     159531163544660.9       13895.564078182199  1.6159416118412533e-06  119488661988757.5       0.00010151620743828128  0.10682354756108882   
  8539275909.7404       157320961581915.6       13895.564077804884  1.6272532030880432e-06  118658055595748.89      0.0001015918532372128   0.1067440103518664    
  8479916494.231048     155141380551492.06      13895.56407742493   1.6386439754730537e-06  117833223030695.66      0.00010166749903908664  0.10666459153116832   
  8420969706.23765      152991996219978.34      13895.564077042314  1.6501144832642449e-06  117014124157753.02      0.00010174314484392566  0.10658529083515997   
  8362432677.445795     150872390231444.75      13895.564076657021  1.6616652846094529e-06  116200719120074.14      0.00010181879065175295  0.10650610800079252   
  8304302559.479702     148782150026015.2       13895.564076269031  1.6732969415635485e-06  115392968337870.67      0.00010189443646259172  0.10642704276580014   
  8246576523.763622     146720868759566.72      13895.564075878325  1.6850100201157865e-06  114590832506486.9       0.00010197008227646541  0.10634809486869692   
  8189251761.384199     144688145224541.2       13895.564075484883  1.6968050902173462e-06  113794272594487.14      0.00010204572809339759  0.10626926404877422   
  8132325482.953788     142683583771854.34      13895.564075088687  1.7086827258090657e-06  113003249841756.47      0.00010212137391341204  0.1061905500460975    
  8075794918.4747305    140706794233886.89      13895.564074689719  1.720643504849368e-06   112217725757614.81      0.00010219701973653275  0.10611195260150376   
  8019657317.204565     138757391848541.98      13895.564074287957  1.7326880093423849e-06  111437662118943.86      0.00010227266556278384  0.10603347145659854   
  7963909947.522176     136834997184355.45      13895.564073883384  1.7448168253662784e-06  110663020968327.22      0.00010234831139218965  0.10595510635375319   
  7908550096.794877     134939236066643.11      13895.564073475978  1.757030543101756e-06   109893764612203.42      0.0001024239572247747   0.10587685703610199   
  7853575071.246418     133069739504671.62      13895.56407306572   1.7693297568607906e-06  109129855619031.84      0.0001024996030605637   0.10579872324753928   
  7798982195.825902     131226143619837.97      13895.56407265259   1.7817150651155388e-06  108371256817471.19      0.00010257524889958153  0.10572070473271691   
  7744768814.077624     129408089574844.33      13895.56407223657   1.7941870705274625e-06  107617931294570.83      0.0001026508947418533   0.10564280123704113   
  7690932288.011807     127615223503853.94      13895.564071817636  1.806746379976653e-06   106869842393974.64      0.00010272654058740427  0.1055650125066702    
  7637469997.976239     125847196443614.66      13895.564071395771  1.8193936045913626e-06  106126953714137.33      0.00010280218643625994  0.1054873382885113    
  7584379342.528803     124103664265536.88      13895.564070970951  1.8321293597777413e-06  105389229106553.08      0.00010287783228844598  0.10540977833021792   
  7531657738.310893     122384287608712.28      13895.564070543158  1.8449542652497813e-06  104656632673996.75      0.00010295347814398823  0.10533233238018723   
  7479302619.921707     120688731813860.8       13895.56407011237   1.857868945059474e-06   103929128768776.95      0.0001030291240029128   0.10525500018755726   
  7427311439.793418     119016666858192.28      13895.564069678569  1.8708740276271738e-06  103206681991001.58      0.00010310476986524593  0.10517778150220426   
  7375681668.067214     117367767291171.3       13895.56406924173   1.8839701457721765e-06  102489257186855.25      0.0001031804157310141   0.10510067607473986   
  7324410792.470188     115741712171171.16      13895.564068801832  1.8971579367435148e-06  101776819446888.66      0.000103256061600244    0.10502368365650859   
  7273496318.193102     114138185003005.97      13895.564068358855  1.9104380422509633e-06  101069334104320.06      0.00010333170747296249  0.10494680399958503   
